#Filter ID	λmean	λeff	λmin	λmax	Weff	ZP (Jy)	Obs. Facility	Instrument	Description
OAJ/JPLUS.F0410_filter	4103.5	4101.7	3972	4238	193.0	3631.0	OAJ	T80Cam	J-PLUS Hdelta (filter only)
NOT/NOT.137	4105.0	4105.3	4052	4157	66.3	3626.4	NOT	 	NOT filter 137, 410_7
ING/ING.199	4106.3	4105.2	3969	4267	152.9	4130.3	ING	 	ING filter 199, WFCStrV
INT/WFC.Strom_v	4106.3	4105.3	3969	4267	153.0	4130.0	INT	WFC	Stromgren v
GCPD/Stromgren.v_ADPS	4107.9	4108.1	3750	4425	223.2	4120.6	 	 	Stromgren v filter in GCPD (ADPS)
Generic/Stromgren.v	4109.4	4110.4	3687	4513	224.0	4117.6	 	 	Stromgren v generic filter
OAJ/JPLUS.J0410	4109.4	4108.0	3975	4246	190.8	3631.0	OAJ	T80Cam	J-PLUS g J0410 (full transmission)
HST/WFC3_UVIS2.F410M	4109.8	4108.6	3984	4238	169.8	4225.5	HST	WFC3	F410M filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F410M	4109.9	4108.8	3984	4238	169.4	4225.5	HST	WFC3	F410M filter for HST WFC3_UVIS1
NOT/NOT.063	4114.0	4113.0	3923	4297	187.5	4207.5	NOT	 	NOT filter 063, v_Str 412_19
CAHA/CAHA.411_20	4115.2	4113.5	3919	4393	209.1	4167.3	CAHA	 	CAHA 411.20, Stromgren v
OSN/Stromgren.v	4116.1	4114.9	3965	4277	210.7	4262.6	OSN	 	v stromgren, OSN #s02
OAJ/JPAS.J0410	4116.9	4117.4	4020	4218	139.4	3631.0	OAJ	JPCam	JPAS J0410 filter
ING/ING.179	4119.6	4119.5	3968	4291	165.9	4166.5	ING	 	ING filter 179, STROMV
CTIO/CTIO.4118-146	4120.3	4121.0	3948	4300	152.7	4123.4	CTIO	 	CTIO 4118/146
IAC80/CAMELOT.stromgren_v	4120.3	4119.5	3942	4337	209.9	4237.8	IAC80	CAMELOT	IAC80 telescope, CAMELOT Stromgren v filter
NOT/NOT.115	4121.0	4120.9	3965	4298	182.1	4209.1	NOT	 	NOT filter 115, v_Str 412_18
CAHA/BUSCA.v	4123.5	4123.6	3966	4290	179.2	4196.7	CAHA	BUSCA	BUSCA v
AAO/AAO.aao72	4123.8	4125.3	3989	4273	140.6	4085.3	AAO	 	AAO #72, ttf 411.15, B2
GCPD/Stromgren.v	4125.0	4125.0	3786	4512	233.4	4932.8	 	 	Stromgren v filter in GCPD (revised by Mann & von Braun 2014)
CTIO/CTIO.4120-160	4125.5	4126.0	3939	4322	173.0	4170.0	CTIO	 	CTIO 4120/160
CTIO/CTIO.4110-190	4125.6	4125.9	3972	4289	178.9	4206.5	CTIO	 	CTIO 4110/190
NOT/NOT.016	4128.4	4128.5	3979	4272	171.2	4253.0	NOT	 	NOT filter 016, v_Str 411_18
OSN/Stromgren.v_z3	4129.9	4130.1	3940	4322	192.0	4214.5	OSN	 	v stromgren, zone 3, OSN #s08
HST/WFPC1-WF.F413M	4130.2	4127.9	3868	4401	298.4	4204.0	HST	WFPC1	F413M filter for HST WF/PC-1 wide field camera (detector 2)
OSN/Stromgren.v_z2	4131.3	4131.6	3947	4321	198.0	4224.5	OSN	 	v stromgren, zone 2, OSN #s08
OSN/Stromgren.v_z1	4132.0	4132.2	3952	4325	199.3	4226.4	OSN	 	v stromgren, zone 1, OSN #s08
CAHA/CAHA.413_36	4132.1	4128.0	3731	4689	408.1	4043.4	CAHA	 	CAHA 413.36, gunn v
HST/WFPC1-PC.F413M	4132.6	4130.2	3869	4402	297.2	4205.7	HST	WFPC1	F413M filter for HST WF/PC-1 planetary camera (detector 6)
Paranal/OmegaCAM.v_strom_filter	4143.6	4143.4	3955	4360	211.9	4278.5	Paranal	OmegaCAM	VST, OmegaCAM v_strom filter. Central transmission. (filter only)
Paranal/OmegaCAM.v_strom	4144.9	4144.8	3958	4360	207.6	4281.4	Paranal	OmegaCAM	VST, OmegaCAM v_strom filter. Central transmission. (filter+CCD)
CAHA/CAHA.412_36	4149.2	4143.1	3731	4810	410.4	4061.7	CAHA	 	CAHA 412.36, gunn v
HST/FOC_F96.F430W	4149.3	4162.6	3534	5054	842.4	3675.8	HST	FOC	F430W filter for HST FOC_F/96
CAHA/LAICA.Johnson_B	4153.6	4196.7	3210	5691	1285.0	3368.2	CAHA	LAICA	LAICA Johnson B
CFHT/CFH12k.Bc	4158.9	4161.5	3994	4313	170.0	4248.2	CFHT	CFH12k	CFH12k B Custom
GCPD/DDO.m41_ADPS	4164.2	4164.9	4094	4238	81.0	4497.1	DDO	 	DDO m41 filter (ADPS)
LaSilla/EMMI.Bb	4170.8	4200.4	3271	5109	1059.6	3577.1	LaSilla	EMMI	EMMI Bf, ESO#605 (filter only)
KPNO/MOSAIC.BATC_420	4176.4	4171.2	3951	4425	307.8	4228.6	KPNO	MOSAIC	KPNO Mosaic Windhorst 420nm BATC Medium Band 03 c filter (k1053)
HST/HSP_VIS.F419N_A	4179.1	4177.6	3833	4448	212.4	4263.3	HST	HSP	F419N_A filter for HST HSP_VIS
HST/HSP_VIS.F419N_B	4179.4	4177.9	3833	4448	212.3	4263.7	HST	HSP	F419N_B filter for HST HSP_VIS
LaSilla/WFI.ESO872_filter	4180.1	4176.6	3968	4416	264.3	4274.3	La Silla	WFI	WFI ESO#872 (filter only)
GCPD/DDO.m41	4182.0	4182.0	4104	4264	90.2	12344.2	DDO	 	DDO m41 filter (revised by Mann & von Braun 2104)
TNO/ULTRACAM.NBF_417	4182.3	4182.2	4125	4245	53.8	4598.8	TNO	ULTRACAM	ULTRACAM NBF 4170A No.1
LaSilla/WFI.ESO872	4182.5	4179.0	3970	4417	262.1	4274.9	La Silla	WFI	WFI ESO#872 (full)
LaSilla/COMBO17.420m	4182.7	4179.3	3970	4417	261.4	4275.1	LaSilla	WFI	420/30 WFI filter for COMBO-17
HST/FOC_F48.F430W	4190.4	4198.3	3532	5139	940.4	3700.6	HST	FOC	F430W filter for HST FOC_F/48
SAO/SCORPIO.sed415	4198.4	4195.6	3890	4540	227.3	4288.9	SAO	SCORPIO	SCORPIO sed415
Cassini/ISS_WAC.VIO	4198.5	4196.9	3900	4374	185.1	4323.3	Cassini	ISS_WAC	Cassini ISS WAC VIO filter (full)
Astrosat/UVIT.BK7	4200.0	4200.0	3065	5495	1817.2	3382.6	Astrosat	UVIT	UVIT BK7 filter
CFHT/CFHT.cfh1312	4201.1	4243.9	2760	6347	2581.9	2889.3	CFHT	 	cfh1312 CuSO4
NAOC/BATC.c	4201.4	4196.3	3963	4425	282.1	4183.9	Xinglong	 	BATC c filter
Scorpio/SED.SED415	4202.1	4198.3	3887	4540	228.9	4286.3	Scorpio	 	SCORPIO SED415 middle band filter for SEDs
WHT/ULTRACAM.NB4170_noatm	4203.3	4203.1	4146	4266	54.0	4598.2	WHT	ULTRACAM	NB4170 filter (no atm.)
WHT/ULTRACAM.NB4170	4203.4	4203.2	4146	4267	54.0	4598.1	WHT	ULTRACAM	NB4170 filter (full)
WHT/ULTRACAM.NB4170_filter	4203.5	4203.2	4146	4266	53.9	4598.2	WHT	ULTRACAM	NB4170 filter (filter only)
CTIO/CTIO.4185-1030	4204.5	4215.0	3400	5100	990.7	3711.7	CTIO	 	CTIO 4185/1030
Special/Meteor.C1	4205.0	4204.7	4165	4245	80.1	4591.4	 	 	Meteor project C1 filter. Main components: CaI(2)+FeI
CAHA/CAHA.421_7	4206.5	4206.2	4127	4273	67.3	4590.8	CAHA	 	CAHA 421.7
OAJ/JPAS.J0420	4210.6	4209.5	4117	4305	141.2	3631.0	OAJ	JPCam	JPAS J0420 filter
CTIO/CTIO.4203-1050	4216.8	4225.4	3460	5162	1011.4	3721.9	CTIO	 	CTIO 4203/1050
CTIO/CTIO.4201-1050	4216.9	4225.8	3461	5158	1000.0	3723.4	CTIO	 	CTIO 4201/1050
CTIO/CTIO.4202-1050	4217.2	4226.2	3400	5159	998.1	3721.8	CTIO	 	CTIO 4202/1050
HST/WFC3_UVIS1.FQ422M	4219.7	4218.7	4115	4327	112.7	4560.3	HST	WFC3	FQ422M filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.FQ422M	4219.7	4218.7	4115	4327	112.7	4560.3	HST	WFC3	FQ422M filter for HST WFC3_UVIS2
TYCHO/TYCHO.B_MvB	4220.0	4220.0	3543	5014	741.4	4038.2	TYCHO	 	TYCHO B, revised by Mann & von Braun 2014
CTIO/CTIO.4207-233	4220.2	4217.7	4025	4400	234.7	4251.6	CTIO	 	CTIO 4207/233
TYCHO/TYCHO.B_bes	4221.1	4221.1	3521	5012	686.4	3916.2	TYCHO	 	TYCHO B, Bessell 2000 calibration
LICK/LICK.4220_60	4222.3	4221.9	4152	4298	66.2	4573.3	LICK	 	LICK, 4220_60
WIYN/ODI.NB422	4224.1	4221.8	4096	4361	170.4	4499.4	WIYN	ODI	ODI NB422 filter
LaSilla/SUSI2.B_817	4225.4	4228.3	3513	5128	957.4	3787.4	La Silla	SUSI2	Bessel B #817 SUSI2 filter
LICK/LICK.4217_17	4225.4	4225.3	4190	4260	30.7	4575.7	LICK	 	LICK, 4217_17
LaSilla/SUSI2.B	4225.7	4228.3	3515	5126	955.2	3790.4	La Silla	SUSI2	Bessel B #811 SUSI2 filter
GCPD/Geneva.B	4230.0	4230.0	3592	5027	774.8	1693.8	 	 	Geneva B filter in GCPD (revised by Mann & von Braun 2014)
HST/ACS_WFC.FR423N	4230.4	4229.8	4159	4302	80.5	4564.7	HST	ACS	FR423N ramp filter for HST ACS_WFC at central wavelength
LBT/LBCB.bessel-B	4233.3	4232.6	3552	5115	911.1	3836.6	LBT	LBC	LBC Blue Bessel B filter
CAHA/ALHAMBRA.F427W	4235.5	4230.3	4034	4438	321.9	4110.2	CAHA	LAICA	ALHAMBRA F427W filter
CAHA/ALHAMBRA.F427W_1	4235.5	4230.3	4034	4438	321.9	4110.2	CAHA	LAICA	ALHAMBRA F427W filter, quad 1
CAHA/CAHA.423_5	4237.1	4236.8	4174	4298	46.8	4556.8	CAHA	 	CAHA 423.5
LICK/LICK.4200_250	4239.6	4233.5	3950	4549	267.2	4195.5	LICK	 	LICK, 4200_250
Paranal/FORS2.ESO1074	4243.0	4241.9	3525	5132	944.1	3830.4	Paranal	FORS2	FORS2 ESO#1074, Bessell B
CAHA/ALHAMBRA.F427W_2	4244.1	4239.6	4042	4447	320.6	4105.4	CAHA	LAICA	ALHAMBRA F427W filter, quad 2
Paranal/FORS1.ESO1034	4246.5	4243.0	3531	5123	923.9	3856.4	Paranal	FORS1	FORS1 ESO#1034, Bessell B
GCPD/Geneva.B_ADPS	4248.1	4235.3	3609	5102	787.9	3953.8	 	 	Geneva B1 filter in GCPD (ADPS)
Geneva/Geneva.B	4248.1	4235.3	3609	5102	787.9	3953.8	 	 	Geneva B
Misc/AndromedA.B	4248.4	4242.9	3322	5208	954.5	3827.8	AndromedA	 	AndRomedA observatory Schuler B filter
OAF/Bessell.B	4249.8	4242.9	3603	5117	895.3	3885.9	OAF	 	OAF (Observatorio Astronomico de Forcarey) Bessell B filter
CAHA/ALHAMBRA.F427W_4	4251.2	4247.4	4057	4446	313.6	4098.4	CAHA	LAICA	ALHAMBRA F427W filter, quad 4
CAHA/ALHAMBRA.A425M	4253.2	4249.3	4057	4447	312.8	4099.7	CAHA	LAICA	ALHAMBRA A425M filter
LaSilla/EMMI.Bessel_B	4255.5	4250.3	3538	5110	918.5	3874.6	LaSilla	EMMI	EMMI Bessel B, ESO#603 (filter only)
GCPD/DDO.m42_ADPS	4255.8	4255.3	4196	4323	71.3	4518.9	DDO	 	DDO m42 filter (ADPS)
GCPD/DDO.m42	4257.0	4257.0	4204	4316	62.5	4520.6	DDO	 	DDO m42 filter (revised by Mann & von Braun 2104)
CTIO/CTIO.4260-65	4261.2	4260.8	4211	4316	67.0	4508.6	CTIO	 	CTIO 4260/65
Subaru/Suprime.IB427	4264.4	4256.0	4109	4415	193.5	4189.0	Subaru	Suprime	Suprime IB427 filter (full transmission)
CFHT/CFHT.cfh1402	4267.3	4266.5	4200	4320	68.4	4479.9	CFHT	 	cfh1402 Comet
LICK/LICK.4265_65	4267.3	4266.2	4187	4356	73.8	4462.7	LICK	 	LICK, 4265_65
CAHA/CAHA.427_11	4269.5	4266.6	4160	4363	104.7	4366.1	CAHA	 	CAHA 427.11
CAHA/ALHAMBRA.F427W_3	4269.8	4264.2	4085	4451	295.4	4147.3	CAHA	LAICA	ALHAMBRA F427W filter, quad 3
Special/Meteor.R1a	4270.0	4269.8	4245	4295	50.1	4500.0	 	 	Meteor project R1a filter. Main components: CrI(1)+FeI(152)
CTIO/Y4KCam.B	4270.8	4265.5	3501	5231	1001.0	3817.9	CTIO	Y4KCam	Y4KCam B filter
LICK/LICK.4260_30	4275.6	4274.7	4215	4350	43.0	4442.6	LICK	 	LICK, 4260_30
AAO/AAO.aao49	4279.5	4267.8	3533	5234	963.0	3869.6	AAO	 	AAO #49, b 49, B
TYCHO/TYCHO.B	4280.0	4280.0	3536	4973	708.4	3894.3	TYCHO	 	TYCHO B
LICK/LICK.4260_80	4280.0	4276.5	4192	4386	78.4	4269.4	LICK	 	LICK, 4260_80
NOT/NOT.105	4283.8	4277.0	3488	5696	1031.1	3764.0	NOT	 	NOT filter 105, B_Bes 428_108
Messenger/MDIS_WAC.430BP40	4285.1	4277.5	3950	4538	233.3	4106.5	Messenger	MDIS	Messenger MDIS WAC 430BP40 (F) filter
LCO/IMACS.Rauch	4289.6	4286.2	4211	4368	93.1	4186.8	LCO	IMACS	LCO, IMACS, Rauch
OAJ/JPLUS.F0430_filter	4303.1	4297.0	4170	4442	196.0	3631.0	OAJ	T80Cam	J-PLUS G (filter only)
Gemini/AcqCam-S.B	4303.3	4290.5	3520	5808	1074.2	3797.0	Gemini	AcqCam-S	Gemini Acquistion Camera North B filter
Paranal/VIMOS.B	4304.3	4289.9	3669	4845	859.1	4020.6	Paranal	VIMOS	VIMOS B filter. Total transmission. Average of 4 quadrants.
OAJ/JPLUS.J0430	4304.5	4298.4	4168	4444	193.4	3631.0	OAJ	T80Cam	J-PLUS g J0430 (full transmission)
CFHT/CFHT.cfh1313	4305.8	4324.5	2872	6278	2304.4	3100.6	CFHT	 	cfh1313 CuSO4
NOT/NOT.002	4306.8	4291.9	3552	5296	1029.9	3861.5	NOT	 	NOT filter 002, B_Bes 428_105
OAJ/JPAS.J0430	4311.5	4306.3	4216	4407	141.4	3631.0	OAJ	JPCam	JPAS J0430 filter
GCPD/Johnson.B_Landolt	4313.3	4297.2	3613	5113	843.1	3998.3	 	 	Johnson U filter in GCPD-Landolt 1983
Misc/UCAC.B	4313.3	4297.2	3613	5113	843.1	3998.3	 	 	UCAC4 B filter, defined as identical to GCPD/Johnson.B_Landolt
Misc/APASS.B	4313.3	4297.2	3613	5113	843.1	3998.3	 	 	APASS B filter, defined as identical to GCPD/Johnson.B_Landolt
LICK/LICK.4300_60	4314.6	4310.7	4246	4395	61.8	3758.7	LICK	 	LICK, 4300_60
OSN/Comet25.CO	4315.5	4310.9	4256	4373	67.9	3689.2	OSN	 	CO+ filter, d25, OSN #66
ING/ING.186	4317.6	4300.9	3516	5699	1056.9	3842.1	ING	 	ING filter 186, T4285
LCO/MagIC.B	4318.3	4300.4	3528	5704	1056.2	3845.9	LCO	MagIC	LCO, MagIC, Harris B
LICK/LICK.4000_650	4320.7	4207.7	3381	7145	811.4	3417.1	LICK	 	LICK,.4000_650
LICK/LICK.4315_30	4320.9	4319.2	4288	4359	30.7	3677.2	LICK	 	LICK, 4315_30
CFHT/CFH12k.B	4323.4	4302.5	3707	4899	941.5	4036.0	CFHT	CFH12k	CFH12k B Mould
CTIO/CTIO.4324-1156	4324.5	4306.7	3390	5400	1056.3	3855.6	CTIO	 	CTIO 4324/1156
GCPD/Walraven.B	4325.0	4313.0	3903	4785	450.0	4189.1	 	 	Walraven B filter in GCPD (ADPS)
HST/FOC_F96.F437M	4325.2	4331.0	2525	4707	389.1	4144.1	HST	FOC	F437M filter for HST FOC_F/96
HST/WFPC2-WF.F439W	4325.6	4310.1	3894	4766	634.0	4175.7	HST	WFPC2	F439W filter for HST WFPC2 wide field camera (detector 4)
HST/WFPC2-PC.F439W	4325.9	4310.4	3894	4766	634.0	4175.8	HST	WFPC2	F439W filter for HST WFPC2 planetary camera (detector 1)
SOFIA/HIPO.B_d575	4327.8	4306.2	3608	5160	961.2	3926.9	SOFIA	HIPO	HIPO B (dichroic 575)
CAHA/LAICA.Johnson_B2	4328.6	4324.8	3224	5898	1443.6	3519.0	CAHA	LAICA	LAICA Johnson B2
CTIO/CTIO.4324-1050	4329.6	4310.8	3476	5400	1045.7	3870.2	CTIO	 	CTIO 4324/1050
CTIO/CTIO.4324-1056	4330.1	4311.2	3400	5400	1049.1	3864.7	CTIO	 	CTIO 4324/1056
CAHA/CAHA.433_12	4330.8	4328.2	4198	4463	117.3	3899.3	CAHA	 	CAHA 433.12
CFHT/MOCAM.B	4331.5	4310.5	3741	4867	835.8	4066.7	CFHT	MOCAM	MOCAM B Mould
CFHT/CFHT.cfh7401	4331.6	4310.5	3741	4867	835.7	4067.0	CFHT	 	cfh7401 Mould B
LCO/IMACS.Bessell_B1	4331.8	4314.2	3558	5354	1053.5	3861.2	LCO	IMACS	LCO, IMACS, Bessell B f/4
BOK/90prime.B	4332.0	4307.0	3608	5278	976.5	3946.2	BOK	90prime	90prime B filter
WHT/PFIP.Har_B6	4332.2	4312.5	3526	5714	1053.5	3859.8	WHT	PFIP	Harris B 6
ING/ING.205	4332.6	4312.6	3526	5714	1053.9	3859.3	ING	 	ING filter 205, HARB6
Keck/LRIS.NB4325	4332.7	4330.6	4277	4395	74.4	3539.8	Keck	LRIS	Keck LRIS NB4325 filter
NOT/StanCam.Bes_B	4333.2	4312.3	3524	5738	1063.3	3851.8	NOT	StanCam	Bessell B
NOT/NOT.008	4333.5	4312.4	3524	5738	1063.8	3851.2	NOT	 	NOT filter 008, B_Bes 429_106
Scorpio/Comet.CO	4334.2	4332.2	4268	4400	40.3	3118.9	Scorpio	 	SCORPIO CO+ filter for Comet molecular bands
GCPD/Cape.B_ADPS	4334.5	4312.8	3642	5102	760.0	4079.9	 	 	Cape Johnson B filter in GCPD (ADPS)
ING/ING.029	4335.9	4312.9	3539	5711	1027.6	3890.0	ING	 	ING filter 029, HARB5
Keck/LRIS.B	4336.3	4322.1	3268	5672	962.7	3900.2	Keck	LRIS	Keck LRIS B filter
LCO/IMACS.Bessell_B2	4336.8	4313.8	3651	5505	1044.6	3893.4	LCO	IMACS	LCO, IMACS, Bessell B f/2
WHT/PFIP.Har_B	4337.9	4316.6	3522	5728	1065.5	3856.9	WHT	PFIP	Harris B 5
ING/ING.191	4338.0	4316.6	3521	5730	1066.0	3855.3	ING	 	ING filter 191, WFCHARB
FLWO/KeplerCam.B_Harris	4338.4	4318.7	3508	5718	1081.6	3837.6	FLWO	KeplerCam	KeplerCam Harris B filter
HST/WFC3_UVIS2.F438W	4338.4	4322.6	3894	4710	593.3	4197.7	HST	WFC3	F438W filter for HST WFC3_UVIS2
HST/WFC3_UVIS1.F438W	4339.5	4323.7	3895	4710	589.5	4198.1	HST	WFC3	F438W filter for HST WFC3_UVIS1
ING/ING.026	4342.2	4319.2	3520	5745	1079.5	3850.8	ING	 	ING filter 026, HARB2
HST/ACS_HRC.F435W	4343.2	4331.4	3594	4861	760.5	3994.9	HST	ACS	F435W filter for HST ACS_HRC
OSN/Lines.Hgamma_4340_z3	4344.2	4344.7	4290	4393	35.4	2980.7	OSN	 	Hgamma_4340 filter, zone 3, OSN #e05
CTIO/SOI.bessel_B	4344.5	4319.2	3580	5417	981.9	3943.1	CTIO	 	SOI Bessel B filter
NOT/NOT.033	4345.2	4345.9	4295	4395	36.3	3005.8	NOT	 	NOT filter 033, Hgam 434_3
ING/ING.027	4345.2	4321.1	3526	5741	1066.9	3866.4	ING	 	ING filter 027, HARB3
ING/ING.025	4345.2	4319.8	3533	5742	1046.5	3882.6	ING	 	ING filter 025, HARB1
McD/DIAFI.B	4346.4	4319.5	3583	5712	1001.0	3929.6	McDonalds	DIAFI	DIAFI B filter
NOT/ALFOSC.Bes_B	4346.7	4321.0	3580	5683	1004.4	3927.2	NOT	ALFOSC	Bessell B
NOT/NOT.074	4347.0	4321.2	3580	5683	1004.8	3926.7	NOT	 	NOT filter 074, B_Bes 440_100
ING/ING.008	4347.6	4322.2	3540	5738	1043.3	3888.5	ING	 	ING filter 008, RGOB1
OSN/Lines.Hgamma_4340_z1	4348.0	4349.4	4298	4395	32.0	2967.2	OSN	 	Hgamma_4340 filter, zone 1, OSN #e05
CFHT/CFHT.cfh1412	4348.2	4323.4	3760	4880	911.0	4080.4	CFHT	 	cfh1412 Mould B#3
CFHT/CFHT.cfh1413	4348.5	4323.5	3760	4880	907.7	4081.4	CFHT	 	cfh1413 Mould B#4
OSN/Lines.Hgamma_4340_z2	4348.9	4350.5	4298	4393	31.8	2998.6	OSN	 	Hgamma_4340 filter, zone 2, OSN #e05
IAC80/TCP.B	4349.4	4321.2	3591	5698	987.7	3944.6	IAC80	TCP	IAC80 telescope, TCP B filter
CFHT/CFHT.cfh4402	4352.5	4327.7	3760	4880	885.9	4081.1	CFHT	 	cfh4402 Mould B
OSN/Circ.Johnson_B	4352.8	4327.4	3533	5761	1069.6	3864.5	OSN	 	B Johnson, OSN #10
ING/ING.231	4353.2	4325.0	3587	5704	995.8	3939.8	ING	 	ING filter 231, BESB
Astrosat/UVIT.ND1	4354.0	4354.0	3578	5447	949.4	3992.7	Astrosat	UVIT	UVIT ND1 filter
CTIO/CTIO.4350-1680	4356.8	4365.4	3200	5520	1553.0	3475.4	CTIO	 	CTIO 4350/1680
LICK/LICK.B	4357.5	4335.9	3000	5200	924.9	3959.5	LICK	 	LICK B
CTIO/CTIO.4363-20	4358.0	4359.4	4318	4398	21.6	3460.9	CTIO	 	CTIO 4363/20
HST/FOS_RED.G780H	4358.7	4094.1	1579	8348	3842.2	2371.9	HST	FOS	G780H grating for HST FOS_RED
HST/ACS_WFC.F435W	4359.4	4341.9	3605	4882	823.2	4036.1	HST	ACS	F435W filter for HST ACS_WFC
TNG/DOLORES.B	4360.8	4328.1	3700	5728	1025.1	3944.7	TNG	DOLORES	DOLORES B
LCO/CCD3x3.LC-3013	4360.9	4333.3	3552	5716	1011.9	3922.1	LCO	 	LCO, 3x3 Filters, LC-3013, B (Harris)
TNG/TNG.TNG10	4361.2	4328.3	3700	5728	1025.4	3944.5	TNG	 	TNG filter #10. B band
NOT/NOT.027	4361.9	4334.7	3540	5749	1047.8	3887.4	NOT	 	NOT filter 027, B_Bes 432_107
LaSilla/EMMI.Spec_435	4365.3	4341.1	3738	4917	836.1	4085.3	LaSilla	EMMI	EMMI Spec 435.9, ESO#795 (filter only)
XMM/OM.B	4365.4	4332.4	3719	4964	926.4	4056.7	XMM	OM	XMM OM B filter full effective area
HST/WFPC1-WF.F437N	4365.8	4366.7	4331	4396	22.1	3883.2	HST	WFPC1	F437N filter for HST WF/PC-1 wide field camera (detector 2)
HST/WFPC1-PC.F437N	4365.8	4366.7	4331	4396	22.1	3884.8	HST	WFPC1	F437N filter for HST WF/PC-1 planetary camera (detector 6)
MER/PanCam.L7	4366.5	4357.2	3868	4745	341.7	4196.2	MER	PanCam	Mars Exploration Rover PanCam left camera L7 (blue stereo) filter
MER/PanCam.R1	4366.5	4357.2	3868	4745	341.7	4196.2	MER	PanCam	Mars Exploration Rover PanCam right camera R1 (blue stereo) filter
HST/WFC3_UVIS1.FQ436N	4367.4	4369.4	4334	4402	43.4	3779.0	HST	WFC3	FQ436N filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.FQ436N	4367.4	4369.4	4334	4402	43.4	3779.0	HST	WFC3	FQ436N filter for HST WFC3_UVIS2
IAC80/CAMELOT.B	4368.4	4336.6	3605	5706	975.0	3968.9	IAC80	CAMELOT	IAC80 telescope, CAMELOT B filter
HST/WFPC2-WF.F437N	4369.2	4370.2	4338	4400	31.8	3962.2	HST	WFPC2	F437N filter for HST WFPC2 wide field camera (detector 4)
HST/WFPC2-PC.F437N	4369.2	4370.2	4338	4400	31.8	3962.3	HST	WFPC2	F437N filter for HST WFPC2 planetary camera (detector 1)
VATT/VATT.b	4369.4	4338.2	3581	5734	1024.3	3930.0	VATT	 	VATT b filter
CTIO/CTIO.4340-980	4369.8	4339.2	3598	5688	971.5	3967.9	CTIO	 	CTIO 4340/980
Special/Meteor.F1b	4370.0	4373.9	4315	4425	110.1	3776.9	 	 	Meteor project F1b filter. Main components: FeI(2)+FeI(41)
NAOC/BFOSC.B	4370.1	4342.1	3559	5704	970.7	3948.1	Xinglong	BFOSC	BFOSC B filter
HST/WFPC1-WF.F439W	4370.2	4354.0	3926	4791	579.0	4195.2	HST	WFPC1	F439W filter for HST WF/PC-1 wide field camera (detector 2)
FLWO/KeplerCam.OIII_4363	4370.8	4373.1	4292	4451	50.0	3858.5	FLWO	KeplerCam	KeplerCam OIII 436.3/5 filter
HST/WFC3_UVIS1.FQ437N	4371.3	4371.8	4348	4393	30.0	4064.0	HST	WFC3	FQ437N filter for HST WFC3_UVIS1
HST/WFC3_UVIS2.FQ437N	4371.3	4371.8	4348	4393	30.0	4064.0	HST	WFC3	FQ437N filter for HST WFC3_UVIS2
CTIO/MosaicII.BjTyson	4372.2	4375.8	3137	5454	1476.8	3540.7	CTIO	MosaicII	CTIO Bj Tyson c6024
Subaru/Suprime.B_filter	4373.3	4345.3	3602	5064	1030.5	3934.2	Subaru	Suprime	Suprime B
LICK/LICK.4360_45	4375.5	4377.6	4295	4465	51.4	3959.7	LICK	 	LICK, 4360_45
LasCumbres/LasCumbres.Bessel_B	4377.1	4342.3	3647	5688	951.0	4003.7	LasCumbres	 	Las Cumbres Observatory Bessel B filter
LaSilla/EFOSC.ESO639	4377.9	4345.4	3592	5738	1006.8	3948.7	La Silla	EFOSC	EFOSC ESO#639, Bessell B
Swift/UVOT.B	4378.0	4346.3	3702	4995	866.2	4059.8	Swift	UVOT	UVOT B filter effective area
GCPD/WBVR.B_ADPS	4380.8	4347.2	3724	5245	866.4	4067.2	 	 	B filter in GCPD-WBVR (ADPS)
STELLA/WiFSIP.Bessel_B	4381.1	4336.9	3775	5744	979.5	4033.5	STELLA	WiFSIP	STELLA WiFSIP Bessel B filter
GCPD/WBVR.B	4382.0	4382.0	3629	5175	796.4	4239.5	 	 	B filter in GCPD-WBVR (revised by Mann & von Braun 2014)
P200/LFC.B_filter	4383.2	4344.7	3773	5286	930.9	4055.6	Palomar	LFC	LFC B bessel filter (filter only)
CTIO/CTIO.4357-1665	4384.1	4384.2	3200	5612	1537.7	3513.7	CTIO	 	CTIO 4357/1665
AAO/AAO.aao1	4384.2	4351.7	3539	5764	1035.6	3926.3	AAO	 	AAO #1, aao glass b, B
CFHT/CFHT.cfh1414	4384.2	4384.7	3184	5874	1783.2	3350.7	CFHT	 	cfh1414 General Purpose
HST/WFPC1-PC.F439W	4384.3	4368.2	3929	4792	531.2	4197.4	HST	WFPC1	F439W filter for HST WF/PC-1 planetary camera (detector 6)
Liverpool/RATCam.bessel-B	4384.8	4348.7	3569	5731	999.5	3956.0	LT	RATCam	RATCam Bessel B filter
ING/ING.047	4386.7	4354.0	3615	5174	1024.3	3946.3	ING	 	ING filter 047, KPB2
Paranal/FORS1.ESO1113	4390.0	4353.2	3788	4951	952.4	4041.6	Paranal	FORS1	FORS1 ESO#1113, b_High
LICK/LICK.4380_20	4390.2	4390.4	4352	4429	30.6	4305.8	LICK	 	LICK,.4380_20
CTIO/CTIO.4372-255	4390.9	4390.3	4200	4599	243.2	4131.0	CTIO	 	CTIO 4372/255
